Location,Main Library Name,10.15 Phone,Latitude,Longtitude,10.6 Street Address,10.7 City,10.8 Zip Code,10.9 Zip+4 Code,10.1 FSCSKey,URL
BURNEY LIBRARY,SHASTA PUBLIC LIBRARIES,(530) 335-4317,40.88469,-121.66987,37038 SISKIYOU ST.,BURNEY,96013,1328,CA0133,http://www.shastalibraries.org
REDDING LIBRARY,SHASTA PUBLIC LIBRARIES,(530) 245-7250,40.57377,-122.38528,1100 PARKVIEW AVENUE,REDDING,96001,3231,CA0133,http://www.shastalibraries.org
SIERRA MADRE PUBLIC LIBRARY,SIERRA MADRE PUBLIC LIBRARY,(626) 355-7186,34.16148,-118.06201,440 W. SIERRA MADRE BLVD.,SIERRA MADRE,91024,2399,CA0134,www.cityofsierramadre.com/services/library
SIGNAL HILL PUBLIC LIBRARY,SIGNAL HILL PUBLIC LIBRARY,(562) 989-7323,33.79682,-118.16962,1780 EAST HILL ST.,SIGNAL HILL,90755,3632,CA0166,http://www.cityofsignalhill.org/library
SIMI VALLEY PUBLIC LIBRARY,SIMI VALLEY PUBLIC LIBRARY,(805) 526-1735,34.28896,-118.71934,2969 TAPO CANYON RD,SIMI VALLEY,93063,2117,CA0211,www.simivalleylibrary.org
DORRIS BRANCH LIBRARY,SISKIYOU COUNTY FREE LIBRARY,(530) 397-4932,41.96461,-121.92705,800 W. THIRD STREET,DORRIS,96023,288,CA0135,http://www.siskiyoulibrary.info
DUNSMUIR BRANCH LIBRARY,SISKIYOU COUNTY FREE LIBRARY,(530) 235-2035,41.21172,-122.27143,5714 DUNSMUIR AVE.,DUNSMUIR,96025,2009,CA0135,http://www.siskiyoulibrary.info
ETNA BRANCH LIBRARY,SISKIYOU COUNTY FREE LIBRARY,(530) 467-3400,41.45698,-122.89304,101 COLLIER WAY,ETNA,96027,9412,CA0135,http://www.siskiyoulibrary.info
FORT JONES BRANCH LIBRARY,SISKIYOU COUNTY FREE LIBRARY,(530) 468-2383,41.60698,-122.83961,11960 EAST ST.,FORT JONES,96032,N/A,CA0135,http://www.siskiyoulibrary.info
HAPPY CAMP BRANCH LIBRARY,SISKIYOU COUNTY FREE LIBRARY,(530) 463-2964,41.79386,-123.38102,143 BUCKHORN RD.,HAPPY CAMP,96039,N/A,CA0135,http://www.siskiyoulibrary.info
MCCLOUD BRANCH LIBRARY,SISKIYOU COUNTY FREE LIBRARY,(530) 964-2169,41.25578,-122.13189,300 COLUMBERO DR.,MCCLOUD,96057,N/A,CA0135,http://www.siskiyoulibrary.info
MONTAGUE BRANCH LIBRARY,SISKIYOU COUNTY FREE LIBRARY,(530) 459-5473,41.72775,-122.53199,230 S 13TH ST.,MONTAGUE,96064,N/A,CA0135,http://www.siskiyoulibrary.info
MT. SHASTA BRANCH LIBRARY,SISKIYOU COUNTY FREE LIBRARY,(530) 926-2031,41.31814,-122.30983,515 ALMA ST.,MT. SHASTA,96067,2315,CA0135,http://www.siskiyoulibrary.info
SCOTT BAR BRANCH LIBRARY,SISKIYOU COUNTY FREE LIBRARY,(530) 496-3248,41.74182,-123.00454,SCOTT BAR POST OFFICE,SCOTT BAR,96085,N/A,CA0135,http://www.siskiyoulibrary.info
SISKIYOU COUNTY FREE LIBRARY,SISKIYOU COUNTY FREE LIBRARY,(530) 841-4175,41.72667,-122.63970,719 FOURTH ST.,YREKA,96097,3381,CA0135,http://www.siskiyoulibrary.info
TULELAKE BRANCH LIBRARY,SISKIYOU COUNTY FREE LIBRARY,(530) 667-2291,41.95549,-121.47702,451 MAIN STREET,TULELAKE,96134,N/A,CA0135,http://www.siskiyoulibrary.info
WEED BRANCH LIBRARY,SISKIYOU COUNTY FREE LIBRARY,(530) 938-4769,41.42708,-122.38552,150 ALAMO AVE,WEED,96094,2407,CA0135,http://www.siskiyoulibrary.info
Dixon Library,SOLANO COUNTY LIBRARY,(707) 678-5447,38.44685,-121.82205,230 N. 1ST ST.,DIXON,95620,3028,CA0136,http://solanolibrary.com/
Fairfield Civic Center Library,SOLANO COUNTY LIBRARY,(866) 572-7587,38.25205,-122.04814,1150 KENTUCKY ST.,FAIRFIELD,94533,5799,CA0136,http://solanolibrary.com/
Fairfield Cordelia Library,SOLANO COUNTY LIBRARY,(866) 572-7587,38.21808,-122.14400,5050 BUSINESS CENTER DR.,FAIRFIELD,94534,6886,CA0136,http://solanolibrary.com/
John F. Kennedy Library,SOLANO COUNTY LIBRARY,(866) 572-7587,38.10169,-122.26069,505 SANTA CLARA ST.,VALLEJO,94590,5922,CA0136,http://solanolibrary.com/
Rio Vista Library,SOLANO COUNTY LIBRARY,(866) 572-7587,38.15616,-121.69251,44 S. SECOND ST.,RIO VISTA,94571,1802,CA0136,http://solanolibrary.com/
Springstowne Library,SOLANO COUNTY LIBRARY,(866) 572-7587,38.10409,-122.21827,1003 OAKWOOD AVE.,VALLEJO,94591,5542,CA0136,http://solanolibrary.com/
Suisun City Library,SOLANO COUNTY LIBRARY,(866) 572-7587,38.24886,-122.01000,601 PINTAIL DR.,SUISUN CITY,94585,2048,CA0136,http://solanolibrary.com/
Vacaville Public Library - Cultural Center,SOLANO COUNTY LIBRARY,(866) 572-7587,38.35566,-121.96246,1020 ULATIS DR.,VACAVILLE,95687,6908,CA0136,http://solanolibrary.com/
Vacaville Public Library - Town Square,SOLANO COUNTY LIBRARY,(866) 572-7587,38.35738,-121.98726,1 TOWN SQUARE PLACE,VACAVILLE,95688,3928,CA0136,http://solanolibrary.com/
CENTRAL SANTA ROSA LIBRARY,SONOMA COUNTY LIBRARY,(707) 308-3020,38.44122,-122.71062,211 E STREET,SANTA ROSA,95404,4400,CA0137,http://sonomalibrary.org
CLOVERDALE REGIONAL LIBRARY,SONOMA COUNTY LIBRARY,(707) 894-5271,38.80871,-123.02002,401 N. CLOVERDALE BLVD.,CLOVERDALE,95425,3322,CA0137,http://sonomalibrary.org
FORESTVILLE COMMUNITY LIBRARY,SONOMA COUNTY LIBRARY,(707) 887-7654,38.48158,-122.88930,7050 COVEY ROAD,FORESTVILLE,95436,9642,CA0137,http://sonomalibrary.org
GUERNEVILLE REGIONAL LIBRARY,SONOMA COUNTY LIBRARY,(707) 869-9004,38.50379,-122.99732,14107 ARMSTRONG WOODS ROAD,GUERNEVILLE,95446,9511,CA0137,http://sonomalibrary.org
HEALDSBURG REGIONAL LIBRARY,SONOMA COUNTY LIBRARY,(707) 433-3772,38.61444,-122.86990,139 PIPER STREET,HEALDSBURG,95448,3819,CA0137,http://sonomalibrary.org
NORTHWEST SANTA ROSA LIBRARY,SONOMA COUNTY LIBRARY,(707) 546-2265,38.45915,-122.73093,150 CODDINGTOWN CENTER,SANTA ROSA,95401,3504,CA0137,http://sonomalibrary.org
OCCIDENTAL COMMUNITY LIBRARY,SONOMA COUNTY LIBRARY,(707) 874-3080,38.40622,-122.94739,73 MAIN STREET,OCCIDENTAL,95465,N/A,CA0137,http://sonomalibrary.org
PETALUMA REGIONAL LIBRARY,SONOMA COUNTY LIBRARY,(707) 763-9801,38.24232,-122.63172,100 FAIRGROUNDS DRIVE,PETALUMA,94952,3369,CA0137,http://sonomalibrary.org
RINCON VALLEY REGIONAL LIBRARY,SONOMA COUNTY LIBRARY,(707) 537-0162,38.47904,-122.66121,6959 MONTECITO BLVD,SANTA ROSA,95409,2787,CA0137,http://sonomalibrary.org
ROHNERT PARK-COTATI REGIONAL LIBRARY,SONOMA COUNTY LIBRARY,(707) 584-9121,38.34885,-122.70365,6250 LYNNE CONDE WAY,ROHNERT PARK,94928,2162,CA0137,http://sonomalibrary.org
ROSELAND REGIONAL LIBRARY,SONOMA COUNTY LIBRARY,(707) 755-2029,38.43034,-122.72955,779 SEBASTOPOL ROAD,SANTA ROSA,95407,6827,CA0137,http://sonomalibrary.org
SEBASTOPOL REGIONAL LIBRARY,SONOMA COUNTY LIBRARY,(707) 823-7691,38.40207,-122.82559,7140 BODEGA AVENUE,SEBASTOPOL,95472,3700,CA0137,http://sonomalibrary.org
SONOMA COUNTY HISTORY & GENEALOGY,SONOMA COUNTY LIBRARY,(707) 308-3212,38.44127,-122.71063,725 3RD STREET,SANTA ROSA,95404,4402,CA0137,http://sonomalibrary.org
SONOMA VALLEY REGIONAL LIBRARY,SONOMA COUNTY LIBRARY,(707) 996-5217,38.29296,-122.47282,755 WEST NAPA STREET,SONOMA,95476,6412,CA0137,http://sonomalibrary.org
WINDSOR REGIONAL LIBRARY,SONOMA COUNTY LIBRARY,(707) 838-1020,38.54947,-122.81405,"9291 OLD REDWOOD HWY, BLDG. 100",WINDSOR,95492,8089,CA0137,http://sonomalibrary.org
SOUTH PASADENA PUBLIC LIBRARY,SOUTH PASADENA PUBLIC LIBRARY,(626) 403-7330,34.11417,-118.15586,1100 OXLEY ST.,SOUTH PASADENA,91030,3198,CA0138,www.southpasadenaca.gov/library
Community Learning Center,SOUTH SAN FRANCISCO PUBLIC LIBRARY,(650) 877-8540,37.65833,-122.41675,520 TAMARACK LANE,SOUTH SAN FRANCISCO,94080,2638,CA0139,http://www.ssf.net/library
Grand Ave Branch Library,SOUTH SAN FRANCISCO PUBLIC LIBRARY,(650) 877-8530,37.65639,-122.41394,306 WALNUT AVE.,SOUTH SAN FRANCISCO,94080,2764,CA0139,http://www.ssf.net/library
SOUTH SAN FRANCISCO PUBLIC LIBRARY,SOUTH SAN FRANCISCO PUBLIC LIBRARY,(650) 829-3860,37.65251,-122.43677,840 W. ORANGE AVE.,SOUTH SAN FRANCISCO,94080,3125,CA0139,http://www.ssf.net/library
ST. HELENA PUBLIC LIBRARY,ST. HELENA PUBLIC LIBRARY,(707) 963-5244,38.50785,-122.46961,1492 LIBRARY LANE,ST. HELENA,94574,1143,CA0141,https://www.shpl.org/
CERES LIBRARY,STANISLAUS COUNTY FREE LIBRARY,(209) 537-8938,37.59295,-120.95495,2250 MAGNOLIA,CERES,95307,3209,CA0140,http://stanislauslibrary.org
DENAIR LIBRARY,STANISLAUS COUNTY FREE LIBRARY,(209) 634-1283,37.52747,-120.79349,4801 KERSEY RD.,DENAIR,95316,190,CA0140,http://stanislauslibrary.org
EMPIRE LIBRARY,STANISLAUS COUNTY FREE LIBRARY,(209) 524-5505,37.63752,-120.89896,18 S. ABBIE,EMPIRE,95319,7,CA0140,http://stanislauslibrary.org
HUGHSON LIBRARY,STANISLAUS COUNTY FREE LIBRARY,(209) 883-2293,37.59602,-120.86633,2412 3RD ST.,HUGHSON,95326,1025,CA0140,http://stanislauslibrary.org
KEYES LIBRARY,STANISLAUS COUNTY FREE LIBRARY,(209) 664-8006,37.55352,-120.90920,4420 MAUD AVE.,KEYES,95328,367,CA0140,http://stanislauslibrary.org
MODESTO LIBRARY,STANISLAUS COUNTY FREE LIBRARY,(209) 558-7801,37.64320,-120.99355,1500 I ST.,MODESTO,95354,1166,CA0140,http://stanislauslibrary.org
NEWMAN LIBRARY,STANISLAUS COUNTY FREE LIBRARY,(209) 862-2010,37.31635,-121.02771,1305 KERN ST.,NEWMAN,95360,1603,CA0140,http://stanislauslibrary.org
OAKDALE LIBRARY,STANISLAUS COUNTY FREE LIBRARY,(209) 847-4204,37.76470,-120.84877,151 S. FIRST AVE.,OAKDALE,95361,3902,CA0140,http://stanislauslibrary.org
PATTERSON LIBRARY,STANISLAUS COUNTY FREE LIBRARY,(209) 892-6473,37.47166,-121.13170,46 N. SALADO,PATTERSON,95363,2587,CA0140,http://stanislauslibrary.org
RIVERBANK LIBRARY,STANISLAUS COUNTY FREE LIBRARY,(209) 869-7008,37.73565,-120.93273,3442 SANTA FE AVE.,RIVERBANK,95367,2319,CA0140,http://stanislauslibrary.org
SALIDA LIBRARY,STANISLAUS COUNTY FREE LIBRARY,(209) 543-7353,37.70819,-121.07848,4835 SISK RD.,SALIDA,95368,9445,CA0140,http://stanislauslibrary.org
TURLOCK LIBRARY,STANISLAUS COUNTY FREE LIBRARY,(209) 664-8100,37.49789,-120.83946,550 MINARET AVE.,TURLOCK,95380,4198,CA0140,http://stanislauslibrary.org
WATERFORD LIBRARY,STANISLAUS COUNTY FREE LIBRARY,(209) 874-2191,37.64212,-120.76092,324 E ST.,WATERFORD,95386,9005,CA0140,http://stanislauslibrary.org
ARNOLD RUE MICRO LIBRARY,STOCKTON-SAN JOAQUIN COUNTY PUBLIC LIBRARY,(209) 937-8221,38.01108,-121.28280,5758 LORRAINE AVE.,STOCKTON,95210,3607,CA0142,http://www.ssjcpl.org
ESCALON LIBRARY,STOCKTON-SAN JOAQUIN COUNTY PUBLIC LIBRARY,(866) 805-7323,37.79499,-120.99225,1540 SECOND ST.,ESCALON,95320,1938,CA0142,http://www.ssjcpl.org
FAIR OAKS LIBRARY,STOCKTON-SAN JOAQUIN COUNTY PUBLIC LIBRARY,(209) 937-8221,37.95486,-121.25615,2370 E. MAIN ST.,STOCKTON,95205,6598,CA0142,http://www.ssjcpl.org
LATHROP BRANCH LIBRARY,STOCKTON-SAN JOAQUIN COUNTY PUBLIC LIBRARY,(866) 805-7323,37.82547,-121.30011,450 SPARTAN WY,LATHROP,95330,9057,CA0142,http://www.ssjcpl.org
LINDEN LIBRARY,STOCKTON-SAN JOAQUIN COUNTY PUBLIC LIBRARY,(866) 805-7323,38.02161,-121.08298,19059 E. MAIN ST.,LINDEN,95236,661,CA0142,http://www.ssjcpl.org
MANTECA LIBRARY,STOCKTON-SAN JOAQUIN COUNTY PUBLIC LIBRARY,(866) 805-7323,37.79880,-121.21975,320 W. CENTER ST.,MANTECA,95336,4539,CA0142,http://www.ssjcpl.org
MAYA ANGELOU LIBRARY,STOCKTON-SAN JOAQUIN COUNTY PUBLIC LIBRARY,(209) 937-8221,37.93417,-121.24645,2324 POCK LANE,STOCKTON,95205,7821,CA0142,http://www.ssjcpl.org
MOUNTAIN HOUSE BRANCH LIBRARY,STOCKTON-SAN JOAQUIN COUNTY PUBLIC LIBRARY,(209) 805-7323,37.77879,-121.53649,201 EAST MAIN STREET,MOUNTAIN HOUSE,95391,3050,CA0142,http://www.ssjcpl.org
RIPON LIBRARY,STOCKTON-SAN JOAQUIN COUNTY PUBLIC LIBRARY,(866) 805-7323,37.73961,-121.12626,333 W. MAIN ST.,RIPON,95366,2439,CA0142,http://www.ssjcpl.org
STOCKTON-SAN JOAQUIN COUNTY PUBLIC LIBRARY,STOCKTON-SAN JOAQUIN COUNTY PUBLIC LIBRARY,(209) 937-8221,37.95887,-121.29223,605 N. EL DORADO ST.,STOCKTON,95202,1999,CA0142,http://www.ssjcpl.org
STRIBLEY MICRO LIBRARY,STOCKTON-SAN JOAQUIN COUNTY PUBLIC LIBRARY,(209) 937-8221,37.95196,-121.26615,1760 E. SONORA ST.,STOCKTON,95205,6202,CA0142,http://www.ssjcpl.org
THORNTON LIBRARY,STOCKTON-SAN JOAQUIN COUNTY PUBLIC LIBRARY,(866) 805-7323,38.22585,-121.42390,26341 N. THORNTON RD.,THORNTON,95686,518,CA0142,http://www.ssjcpl.org
TRACY LIBRARY,STOCKTON-SAN JOAQUIN COUNTY PUBLIC LIBRARY,(866) 805-7323,37.74262,-121.42522,20 E. EATON AVE,TRACY,95376,3599,CA0142,http://www.ssjcpl.org
TROKE LIBRARY,STOCKTON-SAN JOAQUIN COUNTY PUBLIC LIBRARY,(209) 937-8221,38.01137,-121.31761,502 W. BENJAMIN HOLT DR.,STOCKTON,95207,3860,CA0142,http://www.ssjcpl.org
WESTON RANCH BRANCH LIBRARY,STOCKTON-SAN JOAQUIN COUNTY PUBLIC LIBRARY,(209) 937-8221,37.89771,-121.30656,1453 W. FRENCH CAMP ROAD,STOCKTON,95206,6212,CA0142,http://www.ssjcpl.org
VAN BUSKIRK,STOCKTON-SAN JOAQUIN COUNTY PUBLIC LIBRARY,(209) 937-7358,37.91904,-121.29680,734 HOUSTON AVE.,STOCKTON,95206,2967,CA0142,http://www.ssjcpl.org
Sunnyvale Public Library,SUNNYVALE PUBLIC LIBRARY,(408) 730-7314,37.37164,-122.03920,665 W. OLIVE AVE.,SUNNYVALE,94086,7622,CA0143,http://www.sunnyvalelibrary.org
BARBER BRANCH LIBRARY,SUTTER COUNTY LIBRARY,(530) 695-2021,39.28093,-121.66099,10321 LIVE OAK BLVD.,LIVE OAK,95953,2015,CA0144,http://www.co.sutter.ca.us/doc/government/depts/library/library
SUTTER BRANCH LIBRARY,SUTTER COUNTY LIBRARY,(530) 755-0485,39.15904,-121.74872,2147 CALIFORNIA ST.,SUTTER,95982,2546,CA0144,http://www.co.sutter.ca.us/doc/government/depts/library/library
SUTTER COUNTY LIBRARY,SUTTER COUNTY LIBRARY,(530) 822-7137,39.13753,-121.62466,750 FORBES AVE.,YUBA CITY,95991,3891,CA0144,http://www.co.sutter.ca.us/doc/government/depts/library/library
CORNING BRANCH LIBRARY,TEHAMA COUNTY LIBRARY,(530) 824-7050,39.92871,-122.17991,740 THIRD ST.,CORNING,96021,2517,CA0145,http://www.tehamacountylibrary.org
LOS MOLINOS BRANCH LIBRARY,TEHAMA COUNTY LIBRARY,(530) 384-2772,40.02127,-122.10027,7881 HIGHWAY 99E,LOS MOLINOS,96055,9701,CA0145,http://www.tehamacountylibrary.org
TEHAMA COUNTY LIBRARY,TEHAMA COUNTY LIBRARY,(530) 527-0604,40.16329,-122.22688,545 DIAMOND AVE.,RED BLUFF,96080,4302,CA0145,http://www.tehamacountylibrary.org
NEWBURY PARK LIBRARY,THOUSAND OAKS LIBRARY,(805) 498-2139,34.18179,-118.92871,2331 BORCHARD ROAD,NEWBURY PARK,91320,3206,CA0169,http://www.tolibrary.org
THOUSAND OAKS LIBRARY,THOUSAND OAKS LIBRARY,(805) 449-2660,34.20122,-118.85267,1401 E. JANSS RD.,THOUSAND OAKS,91362,2199,CA0169,http://www.tolibrary.org
EL RETIRO BRANCH LIBRARY,TORRANCE PUBLIC LIBRARY,(310) 375-0922,33.81566,-118.37894,126 VISTA DEL PARQUE,REDONDO BEACH,90277,6112,CA0146,http://www.Library.TorranceCA.gov
HENDERSON BRANCH LIBRARY,TORRANCE PUBLIC LIBRARY,(310) 371-2075,33.84156,-118.36459,4805 EMERALD ST.,TORRANCE,90503,2899,CA0146,http://www.Library.TorranceCA.gov
KATY GEISSERT CIVIC CENTER LIBRARY,TORRANCE PUBLIC LIBRARY,(310) 618-5950,33.83781,-118.34318,3301 TORRANCE BLVD.,TORRANCE,90503,5059,CA0146,http://www.Library.TorranceCA.gov
NORTH TORRANCE BRANCH LIBRARY,TORRANCE PUBLIC LIBRARY,(310) 323-7200,33.87256,-118.33547,3604 ARTESIA BLVD.,TORRANCE,90504,3315,CA0146,http://www.Library.TorranceCA.gov
SOUTHEAST BRANCH LIBRARY,TORRANCE PUBLIC LIBRARY,(310) 530-5044,33.81535,-118.32021,23115 S. ARLINGTON AVE.,TORRANCE,90501,5816,CA0146,http://www.Library.TorranceCA.gov
WALTERIA BRANCH LIBRARY,TORRANCE PUBLIC LIBRARY,(310) 375-8418,33.80455,-118.35303,3815 W. 242ND ST.,TORRANCE,90505,6410,CA0146,http://www.Library.TorranceCA.gov
HAYFORK BRANCH LIBRARY,TRINITY COUNTY FREE LIBRARY,(530) 628-5427,40.55283,-123.19127,6641 A STATE HWY. 3,HAYFORK,96041,N/A,CA0147,http://library.trinitycounty.org
TRINITY CENTER BRANCH LIBRARY,TRINITY COUNTY FREE LIBRARY,(530) 266-3242,40.98640,-122.70171,"SCOTT MUSEUM, AIRPORT RD.",TRINITY CENTER,96091,N/A,CA0147,http://library.trinitycounty.org
TRINITY COUNTY FREE LIBRARY,TRINITY COUNTY FREE LIBRARY,(530) 623-1373,40.73548,-122.94239,351 MAIN ST.,WEAVERVILLE,96093,N/A,CA0147,http://library.trinitycounty.org
ALPAUGH BRANCH LIBRARY,TULARE COUNTY FREE LIBRARY,(559) 949-8355,35.88788,-119.48686,3816 AVE. 54,ALPAUGH,93201,N/A,CA0148,http://www.tularecountylibrary.org
DINUBA BRANCH LIBRARY,TULARE COUNTY FREE LIBRARY,(559) 591-5828,36.54328,-119.38707,150 S. I ST.,DINUBA,93618,2399,CA0148,http://www.tularecountylibrary.org
EARLIMART LIBRARY,TULARE COUNTY FREE LIBRARY,(661) 849-2525,35.88492,-119.26914,780 E. WASHINGTON ST.,EARLIMART,93219,N/A,CA0148,http://www.tularecountylibrary.org
EXETER LIBRARY,TULARE COUNTY FREE LIBRARY,(559) 592-5361,36.29403,-119.13856,230 E. CHESTNUT,EXETER,93221,1712,CA0148,http://www.tularecountylibrary.org
FARMERSVILLE BRANCH LIBRARY,TULARE COUNTY FREE LIBRARY,(559) 592-0001,36.30206,-119.20293,623 N. AVERY AVE.,FARMERSVILLE,93223,1250,CA0148,http://www.tularecountylibrary.org
IVANHOE LIBRARY,TULARE COUNTY FREE LIBRARY,(559) 798-1264,36.38717,-119.21789,15964 HEATHER,IVANHOE,93235,1253,CA0148,http://www.tularecountylibrary.org
LINDSAY BRANCH LIBRARY,TULARE COUNTY FREE LIBRARY,(559) 562-3021,36.20357,-119.08949,157 N MIRAGE ST,LINDSAY,93247,,CA0148,http://www.tularecountylibrary.org
LONDON BRANCH LIBRARY,TULARE COUNTY FREE LIBRARY,(559) 591-1017,36.47698,-119.44491,5711 AVE. 378,DINUBA,93618,9017,CA0148,http://www.tularecountylibrary.org
OROSI/CUTLER BRANCH LIBRARY,TULARE COUNTY FREE LIBRARY,(559) 591-5830,36.54498,-119.29043,12646 AVE. 416,OROSI,93647,2018,CA0148,http://www.tularecountylibrary.org
PIXLEY LIBRARY,TULARE COUNTY FREE LIBRARY,(559) 757-1010,35.96533,-119.29142,"927 S CENTER ST, #B",PIXLEY,93256,,CA0148,http://www.tularecountylibrary.org
SPRINGVILLE LIBRARY,TULARE COUNTY FREE LIBRARY,(559) 539-2624,36.13374,-118.81300,35800 HWY 190 (SEQUOIA DAWN),SPRINGVILLE,93265,N/A,CA0148,http://www.tularecountylibrary.org
STRATHMORE LIBRARY,TULARE COUNTY FREE LIBRARY,(559) 568-1087,36.14650,-119.05804,19646 ROAD 230,STRATHMORE,93267,9608,CA0148,http://www.tularecountylibrary.org
TERRA BELLA LIBRARY,TULARE COUNTY FREE LIBRARY,(559) 535-5583,35.95579,-119.03967,23825 AVE. 92,TERRA BELLA,93270,9756,CA0148,http://www.tularecountylibrary.org
THREE RIVERS LIBRARY,TULARE COUNTY FREE LIBRARY,(559) 561-4564,36.44222,-118.90123,42052 EGGERS DR.,THREE RIVERS,93271,9774,CA0148,http://www.tularecountylibrary.org
TIPTON LIBRARY,TULARE COUNTY FREE LIBRARY,(559) 752-4236,36.06079,-119.31029,301 E. WOODS AVE.,TIPTON,93272,N/A,CA0148,http://www.tularecountylibrary.org
VISALIA BRANCH,TULARE COUNTY FREE LIBRARY,(559) 713-2700,36.33212,-119.29346,200 W. OAK,VISALIA,93291,4993,CA0148,http://www.tularecountylibrary.org
WOODLAKE LIBRARY,TULARE COUNTY FREE LIBRARY,(559) 564-4824,36.42020,-119.10282,400 W. WHITNEY,WOODLAKE,93286,1240,CA0148,http://www.tularecountylibrary.org
TULARE PUBLIC LIBRARY,TULARE PUBLIC LIBRARY,(559) 685-4500,36.21321,-119.34513,475 NORTH M STREET,TULARE,93274,3857,CA0149,http://www.tularepubliclibrary.org
GROVELAND LIBRARY,TUOLUMNE COUNTY LIBRARY,(209) 962-6144,37.84045,-120.22562,18990 HWY 120,GROVELAND,95321,N/A,CA0150,http://www.tuolumnecounty.ca.gov/library
TUOLUMNE CITY LIBRARY,TUOLUMNE COUNTY LIBRARY,(209) 928-3612,37.96086,-120.23970,18636 MAIN ST.,TUOLUMNE,95379,9657,CA0150,http://www.tuolumnecounty.ca.gov/library
TUOLUMNE COUNTY LIBRARY,TUOLUMNE COUNTY LIBRARY,(209) 533-5945,37.98257,-120.36910,480 GREENLEY RD.,SONORA,95370,5956,CA0150,http://www.tuolumnecounty.ca.gov/library
TWAIN HARTE LIBRARY,TUOLUMNE COUNTY LIBRARY,(209) 586-4501,38.03907,-120.22545,18701 TIFFENI SUITE 1F,TWAIN HARTE,95383,9657,CA0150,http://www.tuolumnecounty.ca.gov/library
Upland Public Library,UPLAND PUBLIC LIBRARY,(909) 931-4200,34.09881,-117.65031,450 N. EUCLID AVE,UPLAND,91786,4732,CA0151,https://www.ci.upland.ca.us/library
AVENUE LIBRARY,VENTURA COUNTY LIBRARY,(805) 643-6393,34.28868,-119.29845,606 N. VENTURA AVE.,VENTURA,93001,1943,CA0152,http://www.vencolibrary.org
E. P. FOSTER LIBRARY,VENTURA COUNTY LIBRARY,(805) 648-2715,34.28122,-119.29085,651 E. MAIN ST.,VENTURA,93001,2814,CA0152,http://www.vencolibrary.org
FILLMORE LIBRARY,VENTURA COUNTY LIBRARY,(805) 524-3355,34.40463,-118.91498,502 SECOND ST.,FILLMORE,93015,1302,CA0152,http://www.vencolibrary.org
HILL ROAD LIBRARY,VENTURA COUNTY LIBRARY,(805) 677-7180,34.26762,-119.20642,1070 S. HILL RD.,VENTURA,93003,,CA0152,http://www.vencolibrary.org
MEINERS OAKS LIBRARY,VENTURA COUNTY LIBRARY,(805) 646-4804,34.44925,-119.27781,114 N. PADRE JUAN AVE.,MEINERS OAKS,93023,2227,CA0152,http://www.vencolibrary.org
OAK PARK LIBRARY,VENTURA COUNTY LIBRARY,(818) 889-2239,34.18050,-118.76490,899 N KANAN RD.,OAK PARK,91377,3904,CA0152,http://www.vencolibrary.org
OAK VIEW LIBRARY,VENTURA COUNTY LIBRARY,(805) 649-1523,34.39968,-119.30515,555 MAHONEY AVE.,OAK VIEW,93022,9449,CA0152,http://www.vencolibrary.org
OJAI LIBRARY,VENTURA COUNTY LIBRARY,(805) 646-1639,34.44739,-119.24669,111 E. OJAI AVE.,OJAI,93023,3209,CA0152,http://www.vencolibrary.org
PIRU LIBRARY,VENTURA COUNTY LIBRARY,(805) 521-1753,34.41562,-118.79802,3811 CENTER ST.,PIRU,93040,310,CA0152,http://www.vencolibrary.org
RAY D. PRUETER - PORT HUENEME LIBRARY,VENTURA COUNTY LIBRARY,(805) 486-5460,34.15676,-119.19294,510 PARK AVE.,PORT HUENEME,93041,2555,CA0152,http://www.vencolibrary.org
SATICOY LIBRARY,VENTURA COUNTY LIBRARY,(805) 671-5148,34.28357,-119.14810,1292 LOS ANGELES AVE.,VENTURA,93004,,CA0152,http://www.vencolibrary.org
SOLIZ LIBRARY,VENTURA COUNTY LIBRARY,(805) 485-4515,34.23710,-119.16825,2820 JOURDAN ST.,OXNARD,93036,1611,CA0152,http://www.vencolibrary.org
MUSEUM OF VENTURA COUNTY RESEARCH LIBRARY,VENTURA COUNTY LIBRARY,(805) 653-0323,34.28066,-119.29931,100 E. MAIN ST.,VENTURA,93001,2814,CA0152,http://www.vencolibrary.org
VICTORVILLE CITY LIBRARY,VICTORVILLE CITY LIBRARY,(760) 245-4222,34.52315,-117.30357,15011 CIRCLE DRIVE,VICTORVILLE,92395,3914,CA0207,https://www.victorvilleca.gov/library/
FREEDOM BRANCH LIBRARY,WATSONVILLE PUBLIC LIBRARY,(831) 768-3420,36.93796,-121.77782,2021 FREEDOM BLVD.,FREEDOM,95019,2811,CA0153,http://www.watsonvillelibrary.org
Watsonville Main Library,WATSONVILLE PUBLIC LIBRARY,(831) 768-3400,36.90854,-121.75563,"275 MAIN ST., SUITE 100",WATSONVILLE,95076,4695,CA0153,http://www.watsonvillelibrary.org
WHITTIER DEPOT,WHITTIER PUBLIC LIBRARY,(562) 567-9900,,,7333 GREENLEAF AVENUE,WHITTIER,90602,1621,CA0154,https://www.whittierlibrary.org/
WHITTIER PUBLIC LIBRARY,WHITTIER PUBLIC LIBRARY,(562) 567-9900,,,7344 S. WASHINGTON AVE.,WHITTIER,90602,1778,CA0154,https://www.whittierlibrary.org/
